product,verified,rating,date,author,content,title
Google - Nest Cam Outdoor security camera - White,1,5,23 Jul 2020,GM432,Very good cameras with excellent pictures and sound.,Very pleased.
Google - Nest Cam Outdoor security camera - White,1,5,23 Apr 2020,Itsjess,I have never seen a camera like this. I use it to keep am eye out on my front yard and also inside my home to watch my dog when I am away.,Best Move Ever
Google - Nest Cam Outdoor security camera - White,1,5,23 Jul 2020,Steph,Great quality! So clear and catches everything! So glad we bought it!,Amazing!
Google - Nest Cam Outdoor security camera - White,1,4,23 May 2020,BillyJim,You need to take the time to adjust the sensitivity of your NEST App so that the notifications don't drive you crazy when cars are just driving on the street.,Good product
Google - Nest Cam Outdoor security camera - White,1,5,23 May 2020,PJ64,"The best purchase I invested in, I have bragged to my friends and family about the Nest Outdoor Cam",Great
Google - Nest Cam Outdoor security camera - White,1,5,23 Jul 2020,Joey,Great addition to the Google Home. Great view of the street.,Great quality.
Google - Nest Cam Outdoor security camera - White,1,5,23 Mar 2020,Iking,"Very good construction specially for outdoor use, also the picture is very nice along with the capability to adjust the camera easily to our disappointing.",Nice and well made
Google - Nest Cam Outdoor security camera - White,1,2,23 Aug 2020,SaltyTerp,"I was adding this to another dude if my fathers house where I already have a nest camera installed.   I aimed it at both the front door and driveway.  It did not trigger notifications for movement at the front door even though it is clearly covered.
Also, I tried sharing access with my other siblings, but if you don’t have a gmail email address, that’s a No Go.  Another problem with Nest cameras is that you can’t pause a video while looking at it in a smart phone, you have to be on a computer to do that.  Finally, if you don’t pay extra for the monthly cloud backup, any playback is pretty useless.  Nest and Google need to step up their game, because there are so many other cameras out there that do more for a fraction of the cost (I’m using Wyze at another property and been very happy with that.)",Overpriced - underperforming
Google - Nest Cam Outdoor security camera - White,1,1,23 Nov 2017,ConnieB,"If you think you are going to have live surveillance without purchasing the monthly surveillance plan, then think again. What you actually get is a snap shot of some activity that gives you very little information. For instance, you will get a snapshot of a car that enters the activity zone but it will NOT provide any other activity that happens after the initial snapshot. You won't know if someone exited the car and/or breached your zone without purchasing a plan.",Buyer Beware: Requires monthly plan
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2017,NeOn,"I installed this camera outside my front door. The main purpose of this is to make sure I keep track of the activities outside when I'm away, as well as making sure my packages are delivered accordingly without walking away by itself. So far I'm liking the performance, very clear videos stored on the cloud. Everything you need to install is included, from the screws to the mounting brackets . The only problem I have is the notification. It usually prompts me between 10 to 20 seconds when it senses some activities. It has nothing to do with the wireless connectivity as it has a very strong signal from where it is installed. But other than that, I'm cool with it. Thinking of buying the indoor camera next.","Clear Video, Easy Access"
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2019,rolivas06,Easy installation... great app... and best thing is it records 24/7 (unlike Ring that records only with Motion)... also has option to remove night vision for those homes with floodlights and would like to record with color at night.  Only down side is microphone/speaker works like a radio... cant speak over eachother like an intercom...,Great home camera
Google - Nest Cam Outdoor security camera - White,1,5,23 May 2020,StevieG,"I  have 8 at 2 different homes, great cameras. See lots of interesting things,  great quality,",Love my Nest Cams!
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2017,JayM,"I have purchased both indoor and outdoor nest cameras for security purposes. The cord for the outdoor camera is fantastic. However, I did have an issue with the wifi. The further you got away from the front door the less likely the camera would connect. My sister had the same issue. The camera is awesome during the day but I'm not too satisfied with it at night. While it's nice to be able to view basics of what happened during the night you can NOT get much detail from the night vision. It's much clearer at night when it's focused on a specific area with a bright light as opposed to a broad area like your front yard. Otherwise people look like the dark figures and you can't identify cars well. Either way, I'm satisfied with my purchase. I think everyone should invest in one, it's well worth the $10 a month for Nest Aware.",Satisfied
Google - Nest Cam Outdoor security camera - White,1,5,23 Jul 2020,RK01,"Great camera! Works well, and picks up sound from everywhere!",Great camera for beginners!
Google - Nest Cam Outdoor security camera - White,1,5,23 Jun 2020,Scott737,"Cameras work well, zone setup and notifications could be a little more accurate",Good
Google - Nest Cam Outdoor security camera - White,1,4,23 Jul 2020,Bucco,"Picture is pretty clear, but the nighttime vision makes green grass look like snow.",Good quality camera
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2019,marwith,"The Nest camera provides a clear picture and the app gives the instant information I need.  I love being able to see packages being delivered, who has walked up to my door and if any problems occur.  The ability to save /share recordings and use them when needed has given us a greater piece of mind.",Wonderful Camera System
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2019,JohnnyB,"The camera image is extremely good.  My first one stopped working but Nest, (after painful tech support process), replaced it promptly. Replacement unit is working fine.  Facial recognition is cool and ties in great with other Google Home products.  Very happy.  Just wish they would provide options to purchase with different power cord lengths.",Great camera and tech
Google - Nest Cam Outdoor security camera - White,1,5,23 May 2020,Shell,This is my 4th Nest outdoor camera. It is very good quality in last two years. Very reliable.,Very good deal as a bundle
Google - Nest Cam Outdoor security camera - White,1,5,23 Jul 2020,BobbyArms,Can’t believe the quality of this camera.... a must have,Amao
Google - Nest Cam Outdoor security camera - White,1,1,23 Apr 2020,OhioJimbo1803,"The camera is great...BUT...you can NOT use it for anything but a ""live"" view unless you BUY a subscription! Not even a small ""cloud"" storage of videos is available. With this set-up, If you want to see what happened with your package, you have to be watching LIVE and that defeats the purpose of security. If you want to pay a monthly subscription, you can get the minimum of 5days archive clips. I wasted money on TWO of these and now, they just tell me when it sees ""motion"" or ""hears"" a noise, but there are no files to preview at a later date! Completely USELESS without the subscription!!! DON'T BUY IT!!!
Do NOT buy it as a gift for anyone unless you want them to be angry with you.",NO! Don't do it!
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2016,Rich,"Works well setup was easy night vision is great
Happy customer",Great Product
Google - Nest Cam Outdoor security camera - White,1,5,23 Apr 2020,Zac87,I was convince with all the good reviews these cameras have. They r wort every penny and very very reliable.,Best cameras out there in the market
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2018,leavion,"I really like the fact that the camera is always recording and doesn't start recording only when it detects movement. I had a different device that recorded only when movement was detected and most of the time I would see the back of the person rather than the face because of the lag.

Overall I like the nest camera with two issues:

1. The fee for the cloud recording can be steep. Nest corrected this somewhat when they added a new 5 day storage tier which is cheaper than the existing 10 and 30 day storage tiers.

2. The AI doesn't always alert me when a person is clearly visible. This is not very common though and you can still see the person because the camera records 24x7.",Great camera with few issues
Google - Nest Cam Outdoor security camera - White,1,5,23 May 2020,Eduardo,excellent image quality unfortunately communication between people does not have the same quality,Very good
Google - Nest Cam Outdoor security camera - White,1,5,23 Jan 2020,hufftc,I owned one of these and then loved it so much I bought another one to mount outside. Only down side is that you have to run the wire and if a power outage happens then your cameras are down.,Great outdoor camera
Google - Nest Cam Outdoor security camera - White,1,4,23 Apr 2020,Dakota,The cameras have a nice area coverage and allow for zoom.  I like being able to do house checks while away.  Still learning about the product capabilities and placements.,Nice coverage area
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2017,iatricsb,"I researched this item quite a bit before making the purchase. Many of the site reviews rated them as the top WiFi security camera, so I went for it. I have not been disappointed. The ability to zoom in is nice and the night view and/or low light capabilities are great. If I had any complaint at all, it would be the range it can be from our WiFi router. We have a very powerful router that allows me to get 5 bars anywhere inside the house. This is at a far corner and if it was any further away, it probably would not connect. But it did connect (on my 2nd attempt) and has worked great since. No regrets and I hope to be able to purchase another one for the other corner of the house. Having a 25 foot plug was a plus.",Highest rated WiFi Camera
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2017,NHParrothead,"I'm very pleased with the Nest cameras I purchased. Both have a very high quality display and work as described! I think the advantages to plugging in outweigh the disadvantages to the battery powered cameras offered by other brands. 

My only complaint with the Nest, aside from the required subscription, is the number of ""false"" motion alerts. We've set up some custom zones, and perhaps have to experiment a bit more with them, but it seems like we get alerts every time a branch blows, a shadow moves, or ANYTHING happens outside! 

On the plus side, Nest advertises that the motion sensor only has a range of like 20-25 feet. I've found it alerts me to motion 50+ feet away from the camera! The down side is distinguishing between nonsense and actual things I need to see. 

Overall though, very pleased! I would recommend, and if I had it to do all over again, I'd purchase with confidence!",Works as described
Google - Nest Cam Outdoor security camera - White,1,5,23 May 2020,Cheriporras,I already own a. Few nest cameras and love the quality along with the ease of us.,Great quality
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2019,CatCity,"I’ve been using this camera for about a year outside of my office, and so far, it works perfectly. I was worried that the rainy environment I live in (Portland) may take a toll on the camera, but it hasn’t. The quality is wonderful, and the angle is very wide.",Great outdoor camera
Google - Nest Cam Outdoor security camera - White,1,4,23 Dec 2019,Happy,They are very clear. The one thing I noticed is that in the Android platform the voice to speak to people is very low. On the iOS platform it’s a little louder just enough to hear. The volume is not adjustable on either OS. Other than that they are ok.,Great cameras
Google - Nest Cam Outdoor security camera - White,1,5,23 Jan 2020,Jake,"The clarity I would say is not perfectly crisp, but I can for sure tell who's in my home.  It's a little bit of a pain to run wiring through walls and to find an outlet to plug in to.",Pretty Good
Google - Nest Cam Outdoor security camera - White,1,5,23 Jun 2020,RickyRicky,Really love our nest cameras especially when we aren't home,Nest
Google - Nest Cam Outdoor security camera - White,1,4,23 Jan 2020,Nick,"The Nest app works really well with these cameras.
Installation can be tricky since there is a lot of cable to manage.
Quality of the image is great and materials seem durable.
Only negative is no battery backup.",Great quality
Google - Nest Cam Outdoor security camera - White,1,5,23 Dec 2019,JRock,"These cameras, like all anesthesia cameras, have great quality and have a very nice range for what they can capture. Hard to beat the video quality.",Great quality
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2016,Ztech,"The camera looks and functions well. The quality of the picture is great. I The Nest app is excellent. I wish Nest would come out with more products, like a door lock. There are others on the market but I don't want to have a different app for each connected device. The way we use this is simply to check who is at the front door when the door bell rings. I have turned off the notifications when the camera senses movement because I don't really need it for that purpose.",Great hardware and software
Google - Nest Cam Outdoor security camera - White,1,3,23 May 2020,roddys,This product could be so awesome but there is one big issue. Nest charges a pretty high $10 per month fee to use the camera with Theo functionality. You don't have to pay it but then you get a really dumb camera that is not worth the big price tag. Who is willing to pay another $120 a year per camera in order to use the product the way it should be used.,Nest you could be the best...
Google - Nest Cam Outdoor security camera - White,1,5,23 Feb 2020,Firestarter,"I bought one last year. It was great, now adding two more was a snap. Push notifications are a must.",Camera
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2019,mijo69,"they are ok, no batteries that’s what i like about them.. i had trouble with changing  wifi settings on one, i had to get help from google to troubleshoot, with no lucky, they sent me a replacement, lucky for me it was still covered, overall works good for me",ok
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2019,MarkG,I now have 4 of these cameras protecting my house. You can’t quite read license plates but the make and model of every car that comes within range is clearly discernible. I highly recommend all the Nest products.,Great cameras
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2019,Phoenix,Glad to have purchased. I can easily stalk the front of my property w/o any issues. Happy to define the area I want to receive specific alerts for. Waiting till something happens where I can use the recordings as proof!,Watching You!
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2019,Fam322,These cameras are great and have excellent clarity. They get good WiFi signal and hardly go offline. I have the google WiFi 3 pack connected to these. I haven’t experienced many issues. I would recommend to anyone looking to buy quality outdoor cameras.,Excellent clarity
Google - Nest Cam Outdoor security camera - White,1,5,23 Feb 2020,Vid209,I love the nest products.  The fact that I can open one app and everything is right there makes it wonderful.,Great outdoor camera
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2017,Papeeps,"These are great products. I really like mine. I have 3 around my house but you need to consider the following:

1) Do I have a place to plug them in? Check the two cables provided and make sure the length is correct. If you are passing the cords through a hole, make sure you know how fat the connector and the plug are otherwise, you might not be psyched to drill larger holes.
2) Regardless of your intent record 24x7 or just when they detect movement, you have to have enough data in your plan as well as enough bandwidth, otherwise you might not be happy.",Excellent but keep this in mind..
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2017,RickyT26,"In the backyard to keep eye on dog in the winter time as he has an electronic doggie door. I get notifications that there is movement and I can look to make sure he can get back into the house. (live in upstate NY so winters are brutal up here) (only thing I thought was kind of bad about the cam is the Nest Aware subscription for video history, I used the trial version for 30 days was great.. then it ran out, there is no history at all ... just ""live"" view.. so I had to pay the $100 a year for the history storage.. but isn't so bad, but when you spend the $ on the camera to start with..)",Great quality of video
Google - Nest Cam Outdoor security camera - White,1,5,23 Jan 2020,maestro,These are terrific. I am adding these 2 to my already existing system of cameras outside. Great picture and they work with Alexa!,Lov these
Google - Nest Cam Outdoor security camera - White,1,5,23 May 2020,Vince87,"Work perfect, great video quality, will purchase a few more.",Excellent cameras.
Google - Nest Cam Outdoor security camera - White,1,4,23 May 2020,Maytag,"The camera is working perfect, I have the product since November and it is working fine",Good quality
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2019,Jeff,The fact that these record 24/7 and still have motion sensing is great not like my doorbell where you miss the first half because the motion hasn’t prompted it to record. Great clarity and good sound also detects person and voices,Best cameras hands down
Google - Nest Cam Outdoor security camera - White,1,5,23 Mar 2020,Kizzie,For the price of the cameras aren’t bad just wish you didn’t have to pay a yearly fee,Nice
Google - Nest Cam Outdoor security camera - White,1,5,23 Apr 2020,Yole,"Its been a smart purchase for us so far.
Would recommend it to anyone.",Just what we needed
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2018,Nestoutside,I have 3 Nest outside cameras and they all work great. The video quality is excellent and the night vision is superior. The only drawback for the Nest Outdoor camera is the need to be plugged in for power. This limits where they can be placed. I use another brand of camera where total wireless is needed and the video and night vision are not as good. I would give Nest 4.5* with the only detractor the limit on location,Best outside camera for quality
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2019,Oscar,"Overall, this camera is great. It’s awesome to see the live feed as well as the history of the past few days through the app. The one flaw is that it tends to disconnect at times. Don’t know why.",Great...with the exception of one thing
Google - Nest Cam Outdoor security camera - White,1,5,23 Jan 2020,Janie,"The families are so appreciative of such a thoughtful gift. Essentially, we gave the kids additional protection in their homes.",Nest Cam Outdoor Lights
Google - Nest Cam Outdoor security camera - White,1,4,23 Jan 2020,Reeree,"I wish I knew before that you have to pay monthly for best results, and that the way my house is situated I need a wifi extender, so spending a lot more than I thought.",Good cameras
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2018,kchap74,"I needed an outdoor camera option for my garage interior and front door. I’ve used the Nest DropCam in my home and prefer their cameras because the video is encrypted at the camera before being sent over the internet. 

These cameras worked EXACTLY as expected. I receive motion and person notifications, and the mic/speaker work really well with the Nest App. Highly Recommended!!!",Fantastic Cameras
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2017,Corrie,"This product is great to watch your property or wildlife.
The night vision is auto switching which is good but not good enough resolution to make out a license plate less than 20' away.
If you are is a remote location using a hotspot with unlimited data, 2 cameras with the resolution on high will work most of the time. 3 will lag and keep asking you to reduce the resolution because your wifi is not fast enough, and we are a half mile from the cell tower with great signal strength!
3 or more cameras will need fast internet connection to stream 3 cameras with ""high"" resolution.",Good stand alone product
Google - Nest Cam Outdoor security camera - White,1,1,23 Nov 2019,Clint,"I bought two of these, four cameras in total. You NEED great Wi-Fi all over your house. One wireless router won't cut it. It's rare that all four are showing video feed at the same time. The connectivity is bad. I have had to spend more money in increasing the range of the Wi-Fi of the house, I don't even have a big house. Even the cameras close to the router (with in 15 feet) have a hard time connecting. When connecting the cameras you have to use your phone to choose a Wi-Fi network, even if the cameras see the network and the network has internet connection, they still don't always connect. Before installing go through the trouble of bringing the camera outside where you want so you can see the video feed and make it connects. 

If you want good video quality and reliability you probably shouldn't go with Wi-Fi cameras. If I could go back I would.  Nest thermostats are great, the doorbell camera is great, these cameras are horrible.","High Hassel, Low Video quality, Bad Connectivity"
Google - Nest Cam Outdoor security camera - White,1,5,23 May 2020,MJZa,Great camera for indoor and out door. Night vision works well. Also sends notifications to phone,WiFi Camera
Google - Nest Cam Outdoor security camera - White,1,5,23 May 2020,yassinata,I bought the Google Nest Cam for my new house and they work very well so far.,Google Nest Cam
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2019,Sky1984,"We got this camera to watch our dog while we are at work. We don’t have a huge back yard or front yard, and where we have the camera in the back we can see everything. The front is a side angle and we can see cars, people, packages being delivered, etc. 
The camera picks up the slightest motion and the picture quality is awesome.",Great for us
Google - Nest Cam Outdoor security camera - White,1,4,23 Jul 2020,cym3625,I got a few of these to add to my house and they've been working great!,Works great!
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2019,Maverick,"Please be sure that you have the adequate amount of download and upload speed and that the router signal is not far because if it is, prepare to not be able to watch the cam feed or connect to the internet for that fact. I had to take an old E3000 and connect it to the new router via long AF cable through the most ungodly of places, in order to get the camera to recognize the network as one and connect.",These Cams are great BUT.......
Google - Nest Cam Outdoor security camera - White,1,5,23 Jun 2020,Chad3318,"Beats Arlo and every other camera period , 
..........",Love them
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2017,Mark7131,"The performance and quality is 5 star - but the way the cabling is done is made in such a manner that can make Installation more difficult than it needs to be. If you want to run the power cable through a wall, you'll need to drill a 5/8"" hole in order to accommodate the plug. Would have been a solid 5 star product if there was an easy way to route power through an exterior wall. To Nest credit, the entire system, including the power supply is weather-proof if you have an available outdoor power source.",Great video and software
Google - Nest Cam Outdoor security camera - White,1,5,23 May 2020,Rob1,Great cameras but the fees to support cheap cloud space is a total rip off,Awesome
Google - Nest Cam Outdoor security camera - White,1,5,23 Apr 2020,Neville,"They are good, but remember your WiFi have to be excellent in order the cameras work effectively.",Good cameras
Google - Nest Cam Outdoor security camera - White,1,4,23 Jan 2020,Dave,"The coverage, night vision & App is great but the speaking audio is poor. Better on iOS and faint on Android even when projecting voice. If audio worked like Nest Bell, would be 5 star. Use on 2.4 Ghz for best results.","Great coverage, ok audio"
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2019,mandals,"I purchased these for a therapy room I use with children. The picture is good day or night. The sound is decent, although I wish it was a little bit louder. There is a 3 second delay when I watch it on my computer, but only a 1 second delay when I watch from my phone. I'm not a technical person so I'm not sure why that happens. Overall, a good camera product.",Good camera
Google - Nest Cam Outdoor security camera - White,1,4,23 Feb 2020,CKMSNTR,Great camera. The video quality is good. The speaker is garbage though. I thought the speaker would be like the Nest Helo but I guess u have to buy the $400 Nest camera IQ for that.,Great cam.
Google - Nest Cam Outdoor security camera - White,1,5,23 May 2020,ELMEME,I really recommend this awesome cameras very strong and efficient love  them,Awesome cameras
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2018,Papy,I purchased a Nest outdoor cam about a year ago and signal kept dropping. I called Nest support and was told that I had a weak signal. I kept moving the outdoor cam and the router in closer proximity to one in other but still the same issue. I bought the replacement warranty from Bestbuy and got a NEW Nest outdoor cam and my issues got resolved. I feel the original cam was defective and not the placement issue I was originally told. The cam now works wonderfully that’s why I gave the rating I did!,Nest Outdoor Cam connectivity
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2019,Bob9,"They're good cameras with great video quality, and they'll do what you need. However, expect to pay for their monthly service, which costs are per camera. It's only a few bucks a month for 5 day video history and all the other feature, but I feel those should be included in the camera itself. Also, I ended up having to get a WiFi extender to reach the camera, as it kept going offline due to dropped connection.","Good, but not amazing"
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2017,Hookem82,I first bought the ring outdoor cam completely garbage terrible video quality always grainy and only 720p was way less than that for sure returned got the nest crystal clear video and audio great night vision as well ring didn't even work at all only reason I'm not giving five stars two reason you have to pay monthly for the video cloud storage service 10$ month for 10 days saved or 30$ for the month which is completely bs in my opinion second the camera goes offline once or twice a day for 10 min don't know why but it's done it since the day I bought it other than that I'm very happy with it also if you don't have a strong internet connection you better plan on getting one cause that how the camera work the lower the speed the lower the video quality,Nest Outdoor Came
Google - Nest Cam Outdoor security camera - White,1,2,23 Nov 2017,Bill,"I had high hopes for this camera, I'm sure many people will use this item without any complaints, but my major issue with this item is its DC transformer. This device ships with a long cable. A plug inserts into your 110v receptacle, and there's a cord, maybe about 20 feet. In the middle of the cable lies a round DC transformer, and then about another 10 feed of cable leading into the camera. This poses an aesthetics issue when this devices is installed on the exterior of your dwelling: the security camera leaves exposed cabling. If you truly want a secure camera, one would tend to install its cabling inside conduit, but with this weird transformer, it proves impossible to install this thing in conduit without cutting the cable and splicing... not something that I wanted to do on a $200 item. I returned it.",Disappointed
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2018,KingofTopaz,"I had it mounted on the soffit 3 months ago, pointed at the front driveway and it has worked flawlessly since. I get emails/texts when there is a person in the front yard (yes it can tell the difference between a human and a cat) and a little ding to let me know. Colors are true and deep and picture is sharp. I got the $50/year recording package and strongly recommend this unit to anyone who is looking for good security.",I can see all 24/7
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2018,ShadowFox,"I have 3 of these cameras on the exterior of my house, along with the Nest Door Bell and 2 interior cameras. They integrate well with Alexa and the Nest App. Picture quality is great. Facial recognition is ok. Only problem I have is that the cord needs to be MUCH longer. 25 ft is no where near as long as you might initially think. Also, if you ever change your password, you need to rescan the code on the camera itself, which can be a pain if its mounted high under an eve. Overall though, I highly recommend them to anyone looking, just plan ahead.","Great Camera, needs longer cord"
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2019,Agree2,"Keep a careful watch over your property with this Nest Cam outdoor security camera. Its weatherproof construction provides durability in wet conditions and its 180-degree wide-angle lens lets you view everything in 1080p high-definition. With 24/7 live streaming, this Nest Cam outdoor security camera lets you keep watch in real time using only your smartphone.",Love both of the cams
Google - Nest Cam Outdoor security camera - White,1,4,23 Jul 2020,Bimz,Great outdoor camera for surveillance but expensive.,Good outdoor camera
Google - Nest Cam Outdoor security camera - White,1,4,23 Jan 2020,ElbBestbuy,I have 3 different brands of camera’s and this has better connectivity than the others.  and night vision is pretty good.  Power cord is the only thing I would say is a negative but manageable..,Good camera
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2019,DeeDee,"We are pleased with this camera and were able to set it up ourselves and the instructions were very easy and thorough. It is easy to see who is coming up your walk, day and night, and it is great about picking up sounds.",Great Value for the Price
Google - Nest Cam Outdoor security camera - White,1,5,23 Apr 2020,Airstream,I have 4 cameras at my cabin in Wisconsin the clarity is great and does the job I need and then some,Love them
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2017,GooniesNeverSayDie,"I was a bit skeptical about these for two reasons: 1) The price 2) The fact that they have to be plugged in. 

The price point is a little high especially when factoring the monthly fee per camera if you want recordings. 

I exchanged other cameras for these because the originals did not provide 24/7 recording because they ran on a rechargeable battery pack. 

The power cord length is pretty sufficient but does come with a junction box that no image from Nest shows. Mounting was straight forward and took about an hour due to going up and down the ladder with drill. 

Overall, an excellent product that works as advertised. Excellent WiFi range. Great streaming quality.",Great Outdoor Cameras
Google - Nest Cam Outdoor security camera - White,1,5,23 May 2020,Clarked,all good nothing was wrong glad to have purdase. Great camera,rating
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2019,MyaJ,I love the nest! It’s way better than the Ring! I purchased the ring and it was the worst purchase I have ever made in constantly changing the batteries every two weeks. The batteries are to last 6 month but they don’t! The only thing I don’t like about the nest is the cord. Which is why I brought the ring big mistake!,I love the best camera
Google - Nest Cam Outdoor security camera - White,1,5,23 Apr 2020,Lobo,"Just find an outlet to plug into. Need help, call Standard Security Services, Inc. (812)218-0715",Works well as designed
Google - Nest Cam Outdoor security camera - White,1,5,23 May 2020,Theresam,We have Arlo at my office and had so many issues. These camera are amazing!,Best cameras
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2019,krivers,"We bought additional outdoor cameras when we moved to UT to cover our basement. The resolution and night-vision on these are impeccable. And love you can choose to have recorded (for a small monthly fee) or not, unlike some other cameras that require a subscription. 
Nest truly makes products you WANT to buy!",The Nest Cameras do it all!
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2019,RighteousRoho,I have to say I love Google products and this is just another one I have to add to the list. Says they can be used indoor or outdoor but I would recommend keeping it outdoor as the zoom in quilty is not the greatest but that is what the nest indoor camera is for with 8x zoom right. Overall I'm super satisfied and would recommend.,Great use for outside
Google - Nest Cam Outdoor security camera - White,1,5,23 Mar 2020,Ahmed,Love it so far. We have four of them. One of them stopped at -40 F but came back to life next day.,Good camera
Google - Nest Cam Outdoor security camera - White,1,5,23 Feb 2020,KellyB,"Great product, clean view, but you do have to buy cloud subscription to keep any recordings of significance.",Great product
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2019,Chris,These cameras have been great... Even had an issue with my wife's wedding ring delivery that was solved thanks to these cameras (driver signed off several minutes before he even got to my door so we were able to figure out what happened with proof). Highly recommend.,Being able to see deliveries has been worth it..
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2019,Kingpin,"This is a pretty good camera, except that the night vision isn't as clear. The best part of this was the 2 pack discount.  Its less expensive than the others so I guess you get what you pay for.",Good
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2019,BikesandStuff,"I already have 2 of these outside, but got more when they were on sale. I really like the quality and functionality of these, just wish the cloud hosting was free. It's worth it for the safety and functionality, and the quality of build and resolution far exceeds Arlo.",More Nest Cams
Google - Nest Cam Outdoor security camera - White,1,5,23 Jan 2020,Kathy,Very good but keeps going off line! Only had it for 2 weeks hopefully it will stop going offline when I have it longer!,Love it
Google - Nest Cam Outdoor security camera - White,1,5,23 Jan 2020,Trish,Love my outdoor camera. Great picture quality even at night. Love it!  I have 2 ring cameras but I love the nest more.,Nest
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2019,Nena94,I love that you can communicate to who ever is on the other side of the camera. I got it for my dogs when I go to work I love that they can hear me when I speak to them. Graphics look perfect. And the notifications work really good even though sometimes it's really sensitive.,Best cameras
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2017,Kelvin,"Nest Cams outdoors have generally been very reliable for me. No dropped connections besides the occasional power outage at home which is not the camera's fault. It is clear, and picks up backyard movements when random geese/dogs walk by from neighbors. The subscription can be a turn off to some but for someone who watches these nest cams 100 miles from home, i feel they are very reliable and are a good pair of eyes to watch your house/backyard/neighborhood when you're away.","I have 2 of these, and 2 other nestcams - love it!"
Google - Nest Cam Outdoor security camera - White,1,4,23 Nov 2019,slang106,"I installed two of these. Overall, I am very pleased with the cameras; however I do think they could have better night vision. During the day or when there is a light on they are very clear. Unknown whether the Cam IQ cameras would have better night vision?",Great cameras
Google - Nest Cam Outdoor security camera - White,1,5,23 Jan 2020,Chispas73,"Love it, I can go to work and have the peace of mind that I can check up on my mom while I'm at work.  Very useful",great camera to keep an eye on children or elderly
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2017,GeeQ,"Already bought the set but needed a 3rd one for my garage. They all worked perfectly but now I'll need to invest in a whole house wifi system since the one in the garage continuously keep loosing connection because the router is too far. Oh well, guess Best Buy's will be getting some more money from me pretty soon as I don't worry to shopping at Amazon anymore since they now charge taxes. With the Best Buy price match policy I'd much rather have it in hand when I'm ready to shop.",Needed a 3rd one
Google - Nest Cam Outdoor security camera - White,1,5,23 Nov 2017,Gbear,"There has been alot of car robberies around us the last few months as well as people walking through our yard in the middle of the night (the neighbors dogs wake me up when they did thankfully) We have had the Nest Cam Outdoor installed for a week now and i love it. So far we have only seen a kid selling stuff for school fundraisers, a pesky neighborhood cat and the delivery man. The quality is outstanding day and night, sound is clear and the intercom like system works great. I would recommend this to everyone.",A Must Buy
Google - Nest Cam Outdoor security camera - White,1,5,23 Mar 2020,JD22,"These are in addition to my other Nest cameras, clear and easy to mount.",Great Cameras
Google - Nest Cam Outdoor security camera - White,1,4,23 May 2020,IrishHammer,Forced me to update home network equipment to get them working reliably.,Works well
Google - Nest Cam Outdoor security camera - White,1,5,23 Mar 2020,pmessana,"We have the nest doorbell and google hub, these are a perfect companion.",Best Cameras Out There
